Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY19522317,2024-12-12,761.11,Cash,Failed,POL97235049
PAY37459839,2024-12-07,1164.05,Bank Transfer,Successful,POL68960781
PAY91821969,2023-06-07,492.17,Cash,Successful,POL11366285
PAY53706666,2023-08-18,1012.49,Credit Card,Successful,POL58860880
PAY14730832,2024-06-27,668.54,Credit Card,Successful,POL26280970
PAY48652651,2022-06-02,251.29,Credit Card,Successful,POL73942223
PAY71181374,2023-09-08,1312.4,Credit Card,Successful,POL95455759
PAY18379091,2024-10-26,1311.43,Bank Transfer,Failed,POL87116208
PAY04058061,2024-07-30,1281.71,Cash,Failed,POL91695176
PAY54699072,2024-06-29,1105.34,Bank Transfer,Successful,POL68080704
PAY60466913,2023-01-27,853.41,Credit Card,Failed,POL60083626
PAY94047774,2023-02-23,954.63,Cash,Successful,POL61786939
PAY77822703,2023-11-24,638.64,Cash,Failed,POL10148217
PAY55342252,2023-02-12,153.87,Cash,Successful,POL46052776
PAY03562609,2022-11-10,522.33,Cash,Failed,POL10824295
PAY18698473,2022-05-11,347.75,Bank Transfer,Successful,POL93447913
PAY74193409,2024-09-11,1001.6,Bank Transfer,Successful,POL57302291
PAY35707493,2024-10-05,797.52,Cash,Successful,POL36275848
PAY51300353,2023-10-23,662.21,Credit Card,Successful,POL59942075
PAY61672520,2022-05-06,811.51,Bank Transfer,Failed,POL87324459
PAY64604683,2022-05-25,344.6,Credit Card,Successful,POL82794219
PAY71794968,2022-08-26,1166.06,Bank Transfer,Failed,POL06557000
PAY94176817,2023-12-09,995.53,Cash,Successful,POL66521872
PAY04105666,2024-05-31,1216.82,Bank Transfer,Failed,POL40696395
PAY25574309,2023-07-26,387.63,Bank Transfer,Successful,POL32198260
PAY05976776,2024-07-02,999.29,Credit Card,Successful,POL61565872
PAY88240123,2023-01-03,1009.12,Bank Transfer,Failed,POL02082012
PAY58364239,2024-10-13,1320.89,Credit Card,Successful,POL77822153
PAY83839138,2022-11-25,1203.06,Bank Transfer,Failed,POL37348106
PAY84261243,2023-11-28,1234.72,Bank Transfer,Successful,POL85106188
PAY49153596,2024-03-26,614.47,Credit Card,Successful,POL80552860
PAY88152770,2024-04-11,409.58,Bank Transfer,Successful,POL74142880
PAY05753030,2023-10-03,1062.42,Bank Transfer,Failed,POL01881823
PAY84844647,2024-10-09,868.16,Credit Card,Failed,POL52520227
PAY31477576,2023-01-24,571.05,Bank Transfer,Successful,POL44986450
PAY85272460,2022-02-25,207.7,Credit Card,Failed,POL84894422
PAY07088268,2022-10-28,380.7,Credit Card,Failed,POL06464463
PAY49613211,2023-12-15,1193.95,Cash,Failed,POL34609667
PAY20813625,2022-05-01,526.64,Cash,Failed,POL08580196
PAY91997098,2023-07-26,983.66,Bank Transfer,Failed,POL24776392
PAY62254734,2022-06-01,1242.86,Bank Transfer,Successful,POL69146247
PAY25103957,2022-11-05,709.06,Credit Card,Successful,POL79929053
PAY41868212,2024-06-26,300.68,Credit Card,Successful,POL73225608
PAY06834349,2023-12-21,432.64,Cash,Failed,POL14906583
PAY77371386,2023-01-03,519.02,Bank Transfer,Failed,POL78697051
PAY11585669,2024-04-16,981.98,Credit Card,Successful,POL31689204
PAY49938758,2023-06-25,1087.48,Credit Card,Failed,POL26888148
PAY51003742,2023-10-20,1354.87,Credit Card,Successful,POL33080881
PAY86209412,2022-11-12,854.7,Bank Transfer,Failed,POL88297465
PAY41556297,2023-09-04,437.25,Credit Card,Failed,POL89983994
PAY74173014,2022-03-23,767.84,Credit Card,Failed,POL48871817
PAY73370938,2024-08-19,352.57,Bank Transfer,Successful,POL07837542
PAY37292431,2022-05-16,258.15,Credit Card,Failed,POL27188629
PAY43926052,2023-12-27,1496.12,Credit Card,Successful,POL73788724
PAY86042548,2023-12-24,307.64,Bank Transfer,Successful,POL04120684
PAY11264498,2022-05-01,512.59,Credit Card,Failed,POL81654453
PAY61880796,2023-08-18,1148.15,Credit Card,Successful,POL40907312
PAY72146262,2023-10-09,171.37,Credit Card,Failed,POL89297739
PAY61387770,2022-05-30,1090.41,Bank Transfer,Successful,POL45315654
PAY37164872,2022-07-10,880.49,Credit Card,Successful,POL54459099
PAY24942300,2024-04-02,838.12,Cash,Failed,POL46303313
PAY81596509,2024-04-08,1377.71,Cash,Successful,POL26049302
PAY80605002,2022-02-09,451.94,Cash,Successful,POL12062320
PAY82448547,2024-01-14,949.68,Bank Transfer,Failed,POL14768104
PAY06989081,2024-02-11,158.32,Bank Transfer,Failed,POL30236803
PAY38892257,2022-07-03,1325.86,Bank Transfer,Successful,POL86478823
PAY43646714,2024-12-05,1104.4,Bank Transfer,Successful,POL81358654
PAY65817431,2022-06-11,427.32,Credit Card,Successful,POL97704616
PAY14459321,2023-05-26,641.61,Cash,Failed,POL37452247
PAY08713887,2024-05-21,267.13,Credit Card,Successful,POL20270146
PAY25795580,2022-10-13,1078.12,Cash,Failed,POL70483793
PAY30161142,2024-05-15,540.62,Credit Card,Successful,POL59077724
PAY38545843,2024-08-17,1286.28,Credit Card,Failed,POL09750798
PAY32560276,2023-10-02,1491.13,Cash,Failed,POL65040463
PAY39837725,2024-11-14,316.22,Credit Card,Successful,POL96527583
PAY04890220,2024-03-28,160.24,Cash,Failed,POL05753582
PAY88526826,2024-12-16,175,Credit Card,Successful,POL30115645
PAY77306851,2022-09-22,173.06,Bank Transfer,Successful,POL13071740
PAY15217262,2022-07-06,805.26,Cash,Failed,POL57229212
PAY97272121,2023-01-16,665.71,Credit Card,Successful,POL97702874
PAY08669806,2024-12-10,691.63,Bank Transfer,Successful,POL46136087
PAY82082963,2023-07-14,1279.68,Bank Transfer,Successful,POL55243233
PAY44519171,2024-02-13,1220.31,Bank Transfer,Successful,POL64607736
PAY51038503,2022-11-01,886.71,Cash,Successful,POL28778471
PAY44996128,2022-12-04,1296.32,Cash,Failed,POL25240752
PAY61197807,2022-01-05,912.31,Bank Transfer,Successful,POL69821903
PAY05469603,2022-05-15,370.53,Credit Card,Failed,POL24855714
PAY75614314,2022-02-27,1084,Cash,Failed,POL24807912
PAY79564645,2022-07-16,1482.87,Credit Card,Successful,POL96903028
PAY38119482,2023-03-10,1049.91,Bank Transfer,Successful,POL11213350
PAY09103949,2022-12-24,786.16,Bank Transfer,Failed,POL23979446
PAY52214045,2023-08-19,141.12,Cash,Failed,POL90480498
PAY13461919,2022-02-27,1081.23,Credit Card,Failed,POL87933513
PAY25400599,2024-03-05,616.21,Bank Transfer,Successful,POL08536084
PAY64545303,2023-04-15,1106.96,Cash,Failed,POL44693402
PAY61654696,2023-04-16,959.78,Bank Transfer,Failed,POL73654382
PAY01963367,2024-07-15,85.03,Cash,Failed,POL62759282
PAY49228786,2022-09-29,1269.29,Cash,Successful,POL91015458
PAY40389774,2023-12-29,1350.25,Bank Transfer,Failed,POL17278693
PAY79882763,2024-06-08,804.3,Cash,Successful,POL79962283
PAY57477024,2022-02-16,1301.18,Bank Transfer,Successful,POL52570875
PAY33877050,2022-11-30,526.33,Cash,Successful,POL94939056
PAY43078795,2023-12-01,354.36,Bank Transfer,Failed,POL32342170
PAY51893329,2023-11-10,422.5,Cash,Failed,POL32797362
PAY40204862,2023-03-12,1006.22,Cash,Failed,POL54888103
PAY18115065,2024-07-07,609.85,Bank Transfer,Failed,POL95217332
PAY33349040,2024-06-30,681.62,Bank Transfer,Failed,POL35164229
PAY11923218,2023-06-08,577.93,Bank Transfer,Failed,POL64204852
PAY66811814,2024-05-01,438.16,Bank Transfer,Failed,POL63433584
PAY61118984,2023-10-07,727.8,Bank Transfer,Failed,POL19136648
PAY43799690,2024-05-28,218.05,Credit Card,Failed,POL96760097
PAY47297465,2024-08-16,1265.98,Bank Transfer,Successful,POL22302710
PAY20557104,2022-04-15,201.78,Credit Card,Successful,POL72956351
PAY35698908,2022-10-04,321.56,Bank Transfer,Failed,POL19532067
PAY10082066,2022-06-10,568.96,Bank Transfer,Successful,POL61616519
PAY79899656,2024-05-01,1203.99,Cash,Failed,POL79406105
PAY18610648,2023-02-18,669.79,Credit Card,Failed,POL51164854
PAY73871365,2022-07-02,60.71,Cash,Successful,POL79306031
PAY01528930,2022-07-24,576.35,Bank Transfer,Failed,POL31757726
PAY38187669,2023-05-26,181.07,Cash,Failed,POL31729294
PAY98109007,2024-06-17,779.82,Cash,Successful,POL47175698
PAY67540908,2023-08-03,342.91,Credit Card,Successful,POL62969017
PAY93282752,2022-01-12,288.2,Credit Card,Failed,POL92386046
PAY21919990,2023-11-22,344.88,Cash,Successful,POL03108905
PAY47624551,2022-08-11,1133.74,Credit Card,Failed,POL30062684
PAY98416857,2022-09-26,1408.16,Cash,Successful,POL59205415
PAY89999620,2022-10-09,1041.14,Cash,Failed,POL31865352
PAY55424947,2023-01-01,66.18,Cash,Successful,POL26162057
PAY99778646,2022-01-03,372.67,Cash,Failed,POL25023935
PAY94055301,2024-07-03,426.54,Cash,Successful,POL28314464
PAY67241318,2024-01-29,1442.05,Credit Card,Successful,POL19986234
PAY89138485,2023-04-26,361.48,Bank Transfer,Successful,POL09141368
PAY47474836,2024-11-18,56.26,Credit Card,Successful,POL90960707
PAY29910113,2022-02-23,1347.94,Bank Transfer,Successful,POL56373098
PAY14597442,2022-11-09,72.61,Bank Transfer,Successful,POL45374585
PAY51195674,2023-05-04,716.01,Credit Card,Successful,POL82947020
PAY05744614,2022-09-26,943.77,Bank Transfer,Successful,POL45693467
PAY52862262,2023-11-10,1405.56,Bank Transfer,Successful,POL50630686
PAY05368419,2023-10-13,296.84,Cash,Successful,POL10231732
PAY07969194,2024-09-07,92.45,Cash,Successful,POL12389694
PAY87427122,2024-10-24,1496.51,Cash,Successful,POL35985478
PAY47255735,2022-07-20,1041.31,Bank Transfer,Successful,POL73394070
PAY70241395,2022-04-07,912.48,Cash,Failed,POL87120286
PAY41406139,2024-06-26,201.61,Credit Card,Failed,POL59128367
PAY28579950,2024-10-25,1352.78,Cash,Failed,POL12935594
PAY09125211,2024-11-12,1356.65,Credit Card,Failed,POL17105339
PAY33008507,2024-05-03,1255.45,Bank Transfer,Successful,POL25170126
PAY06020839,2023-01-01,258.31,Bank Transfer,Failed,POL50406144
PAY18298605,2023-03-14,1173.56,Bank Transfer,Failed,POL17886964
PAY67466863,2023-09-10,154.55,Credit Card,Failed,POL76996418
PAY96617259,2022-01-31,309.68,Cash,Failed,POL04685108
PAY73738106,2024-10-04,1224.96,Bank Transfer,Failed,POL98604785
PAY69590598,2022-11-04,290.98,Credit Card,Failed,POL13218423
PAY07484394,2022-11-11,584.38,Bank Transfer,Failed,POL37350059
PAY78584072,2023-08-07,771.8,Credit Card,Failed,POL04331178
PAY30370417,2022-02-03,1360.81,Cash,Successful,POL04317062
PAY76429474,2024-10-28,1125.84,Bank Transfer,Successful,POL89484652
PAY97315679,2023-10-26,935.04,Cash,Failed,POL13591287
PAY01304611,2024-03-30,873.74,Cash,Failed,POL17218507
PAY66178884,2023-10-02,583.61,Bank Transfer,Successful,POL00830653
PAY90866922,2023-05-10,313.99,Cash,Successful,POL69578293
PAY79423768,2024-11-12,1393.1,Credit Card,Failed,POL29760380
PAY35088436,2022-02-17,221.99,Bank Transfer,Failed,POL24807912
PAY85942329,2023-03-29,684.54,Cash,Successful,POL59124038
PAY46319801,2024-10-28,790.89,Credit Card,Failed,POL00148188
PAY93809604,2023-01-20,237.54,Credit Card,Failed,POL66860672
PAY44654958,2022-08-24,706.42,Credit Card,Failed,POL62665179
PAY42810450,2022-11-18,52.3,Cash,Successful,POL03021304
PAY13078442,2022-10-26,643.03,Bank Transfer,Failed,POL10285665
PAY38419967,2024-06-24,727.95,Bank Transfer,Failed,POL55190286
PAY29069460,2024-07-25,427.57,Cash,Failed,POL92070714
PAY10249884,2022-06-11,1325.16,Cash,Successful,POL43572641
PAY40610060,2023-03-27,957.76,Credit Card,Failed,POL05711134
PAY63174257,2024-04-19,1144.01,Cash,Successful,POL32023528
PAY40579949,2022-10-31,1292.51,Bank Transfer,Successful,POL30766028
PAY49853872,2023-10-10,1058.74,Credit Card,Failed,POL87833198
PAY53362242,2022-01-05,1422.71,Credit Card,Failed,POL09615361
PAY19369844,2023-09-23,795.5,Credit Card,Successful,POL40901995
PAY00821907,2023-04-15,470.16,Cash,Successful,POL23901301
PAY46077817,2022-03-30,839.79,Bank Transfer,Successful,POL19704549
PAY50759647,2022-05-01,833.55,Cash,Successful,POL02913059
PAY02935269,2022-05-03,1440.14,Cash,Successful,POL31178570
PAY95899853,2024-02-04,822.79,Cash,Successful,POL93099683
PAY66849793,2023-05-19,893.33,Bank Transfer,Failed,POL13297022
PAY11642660,2024-10-18,893.33,Cash,Failed,POL65862653
PAY32332891,2024-02-01,1381.12,Bank Transfer,Failed,POL63542337
PAY47915026,2022-05-19,1029.43,Credit Card,Successful,POL06550384
PAY37439200,2022-10-13,334.39,Credit Card,Failed,POL92941554
PAY79269295,2024-04-13,201.59,Bank Transfer,Successful,POL64674789
PAY51618861,2022-01-23,634.3,Cash,Successful,POL08632152
PAY58305230,2022-07-24,1051.06,Bank Transfer,Successful,POL01471307
PAY40610249,2024-02-12,829.43,Credit Card,Successful,POL47001756
PAY22762506,2024-04-23,784.52,Bank Transfer,Successful,POL88646934
PAY06902895,2024-04-01,302.27,Cash,Successful,POL08364354
PAY73017912,2024-04-17,1495.4,Cash,Failed,POL59886107
PAY69376608,2022-05-12,1467.07,Credit Card,Failed,POL17282682
PAY51567545,2023-03-18,639.91,Credit Card,Successful,POL96603488
PAY93381011,2023-04-04,762.52,Cash,Successful,POL67370723
PAY85254070,2023-05-29,1108.67,Credit Card,Successful,POL36565456
PAY41596213,2023-04-07,570.2,Credit Card,Failed,POL75285626
PAY46444846,2022-10-22,814.76,Bank Transfer,Successful,POL46564609
PAY79167209,2022-12-11,1070.48,Cash,Successful,POL33352305
PAY21113053,2023-12-01,1109.01,Cash,Successful,POL46303313
PAY16249040,2022-04-28,1133.05,Bank Transfer,Failed,POL05422955
PAY31986696,2022-10-31,564.36,Cash,Successful,POL32079740
PAY05953519,2024-09-12,1237.71,Cash,Successful,POL02913059
PAY03307971,2023-05-02,1313.32,Bank Transfer,Failed,POL08242305
PAY40656181,2022-05-05,153.47,Cash,Successful,POL19957770
PAY66182721,2023-07-16,1437.42,Credit Card,Failed,POL95715427
PAY51347148,2022-03-14,829.7,Cash,Failed,POL64671018
PAY72650958,2022-10-18,518.16,Bank Transfer,Successful,POL03859543
PAY55480992,2023-06-11,580.3,Bank Transfer,Failed,POL83312613
PAY46066807,2023-07-04,326.42,Cash,Successful,POL72122375
PAY39401451,2023-10-21,473.9,Bank Transfer,Failed,POL86872083
PAY55655740,2022-05-14,523.19,Cash,Failed,POL63474388
PAY54675519,2022-08-31,593.64,Cash,Failed,POL38638977
PAY42813642,2024-11-24,661.32,Credit Card,Failed,POL77826609
PAY91015280,2023-02-22,635.51,Credit Card,Failed,POL88672866
PAY40946079,2023-08-24,460.07,Bank Transfer,Successful,POL20698881
PAY51808778,2022-02-18,848.07,Cash,Failed,POL55941578
PAY66655151,2023-02-07,1379.55,Cash,Successful,POL70265364
PAY99511672,2022-06-06,1106.49,Bank Transfer,Failed,POL22177049
PAY24009295,2023-01-08,126.24,Credit Card,Successful,POL55835566
PAY80129568,2022-11-18,322.23,Bank Transfer,Successful,POL40541993
PAY20915274,2024-02-09,1264.31,Cash,Failed,POL26928183
PAY83227815,2024-07-14,190.55,Credit Card,Failed,POL45656881
PAY85540468,2023-05-01,1392.12,Credit Card,Failed,POL67385863
PAY27030997,2022-03-21,1237.53,Credit Card,Failed,POL41993395
PAY05093443,2024-02-05,410.3,Bank Transfer,Failed,POL66073787
PAY81190672,2022-11-01,1479.11,Credit Card,Failed,POL21871449
PAY28317524,2023-03-17,1146.89,Credit Card,Failed,POL29130191
PAY79276286,2024-10-01,1429.3,Credit Card,Failed,POL28314464
PAY91991154,2023-11-09,189.68,Bank Transfer,Successful,POL78264122
PAY54068488,2024-04-27,1416.61,Bank Transfer,Successful,POL09346416
PAY41818181,2023-09-24,218.07,Bank Transfer,Failed,POL87664346
PAY67450239,2024-08-25,381.67,Bank Transfer,Failed,POL95788557
PAY50824333,2022-08-08,1114.62,Cash,Successful,POL67789029
PAY09196712,2022-01-19,453.63,Credit Card,Failed,POL77366966
PAY50614800,2023-07-12,214.62,Cash,Successful,POL81019998
PAY83833011,2022-06-23,984.51,Bank Transfer,Failed,POL04691373
PAY43002715,2023-01-27,1261.31,Cash,Failed,POL52570875
PAY73267912,2022-10-28,1331.13,Bank Transfer,Successful,POL91712276
PAY30214234,2023-05-26,1180.97,Bank Transfer,Failed,POL22111965
PAY19179142,2022-07-17,1458.72,Credit Card,Failed,POL59128367
PAY08502245,2024-12-11,718.28,Credit Card,Successful,POL01090154
PAY92063665,2024-02-23,1477.09,Bank Transfer,Successful,POL58976794
PAY86513857,2022-03-30,164.34,Credit Card,Failed,POL82703619
PAY53660475,2023-06-18,450.66,Credit Card,Successful,POL39824076
PAY11972477,2023-12-20,300.89,Cash,Successful,POL98348434
PAY60328365,2023-06-13,771.66,Bank Transfer,Successful,POL89665327
PAY26338296,2024-03-03,1203.81,Cash,Failed,POL82378502
PAY41167572,2022-03-17,858.65,Bank Transfer,Failed,POL03235385
PAY83559844,2023-03-13,916.11,Credit Card,Failed,POL49366333
PAY55738172,2023-05-23,1047.43,Credit Card,Successful,POL42164624
PAY02905082,2022-02-15,438.64,Cash,Failed,POL16452788
PAY42927810,2024-08-15,189.38,Bank Transfer,Successful,POL76374292
PAY59863695,2022-07-02,1464.17,Bank Transfer,Failed,POL01955713
PAY74515351,2022-12-02,1273.88,Credit Card,Successful,POL93167566
PAY14009689,2023-07-25,975.81,Bank Transfer,Failed,POL00986980
PAY50311344,2022-02-28,761.56,Cash,Successful,POL19136648
PAY41911856,2023-12-13,770.47,Cash,Failed,POL09886051
PAY33880797,2022-04-27,843.82,Cash,Successful,POL12763634
PAY68857899,2023-11-05,1345.96,Bank Transfer,Successful,POL04572453
PAY85459058,2023-07-22,1410.62,Cash,Successful,POL07284415
PAY23611286,2022-02-27,658.57,Credit Card,Successful,POL39439149
PAY60889623,2022-10-07,786.26,Cash,Successful,POL69044273
PAY72566142,2023-02-07,1496.53,Credit Card,Failed,POL55813188
PAY04025046,2022-08-04,450.58,Cash,Failed,POL25304698
PAY72243049,2022-12-01,857.85,Bank Transfer,Failed,POL46427278
PAY03584883,2022-06-14,128.09,Credit Card,Failed,POL00677715
PAY64198503,2023-03-01,1397.89,Bank Transfer,Successful,POL32398329
PAY72125492,2024-09-16,403.83,Bank Transfer,Successful,POL06341687
PAY05822664,2022-09-12,484.56,Credit Card,Successful,POL06351305
PAY44408624,2023-08-17,420.84,Cash,Failed,POL16384443
PAY14744162,2024-07-21,142.61,Bank Transfer,Successful,POL53750210
PAY60027902,2024-02-02,500.02,Bank Transfer,Successful,POL10427229
PAY96442057,2023-08-04,960.45,Bank Transfer,Successful,POL02018032
PAY06052666,2023-02-01,789.57,Cash,Failed,POL24459389
PAY62241032,2024-01-29,687.03,Cash,Successful,POL01760964
PAY67792556,2023-12-31,1300.77,Cash,Failed,POL30360159
PAY69734604,2023-05-28,282.15,Cash,Failed,POL93746729
PAY18754526,2023-11-12,409.71,Credit Card,Successful,POL50807231
PAY17008932,2024-09-06,1092.96,Credit Card,Failed,POL06264444
PAY89252428,2024-04-13,1435.73,Bank Transfer,Failed,POL83669063
PAY59764732,2022-06-29,342.7,Bank Transfer,Failed,POL12299687
PAY76697218,2023-05-08,161.43,Credit Card,Successful,POL04460141
PAY93696677,2024-01-02,1163.97,Cash,Failed,POL94885800
PAY44680576,2024-05-31,319.5,Cash,Successful,POL05757630
PAY93857183,2024-09-22,1453.83,Cash,Failed,POL87958361
PAY41345838,2022-12-04,1084.59,Cash,Successful,POL47741439
PAY55737012,2024-10-15,947.98,Cash,Failed,POL73582345
PAY48827501,2022-07-22,1011.86,Bank Transfer,Failed,POL17801092
PAY51893653,2023-07-04,1286.62,Cash,Successful,POL11423275
PAY25897385,2023-01-18,670.23,Cash,Successful,POL21871449
PAY05902299,2023-03-11,567.64,Cash,Successful,POL50060227
PAY82448389,2024-12-20,330.82,Cash,Failed,POL95771628
PAY09569217,2024-06-29,177.59,Bank Transfer,Failed,POL31424622
PAY17035930,2024-10-22,1153.72,Cash,Failed,POL31299981
PAY08789665,2023-07-27,779.45,Bank Transfer,Successful,POL00460604
PAY90754330,2023-06-01,723.09,Cash,Failed,POL61062551
PAY53621979,2023-07-14,1388.53,Bank Transfer,Failed,POL79030894
PAY09997421,2024-03-02,679.61,Bank Transfer,Successful,POL32964708
PAY20540746,2023-03-10,295.84,Bank Transfer,Failed,POL44115622
PAY44864004,2023-02-15,787.89,Bank Transfer,Failed,POL92817192
PAY46716829,2023-03-24,248.58,Cash,Successful,POL48606584
PAY73906809,2023-06-02,530.36,Credit Card,Failed,POL48511316
PAY85004398,2022-06-22,756.61,Credit Card,Successful,POL86299537
PAY73704361,2024-08-28,557.18,Bank Transfer,Successful,POL63414573
PAY19168217,2024-01-10,650.98,Cash,Failed,POL38790391
PAY19862430,2024-09-24,976.46,Credit Card,Failed,POL06589548
PAY69325285,2023-04-14,1349.73,Bank Transfer,Successful,POL43397255
PAY97901759,2024-09-04,754.48,Bank Transfer,Failed,POL63077601
PAY37674502,2024-08-29,223.49,Cash,Failed,POL47004965
PAY15194554,2022-02-04,237.78,Credit Card,Successful,POL48346440
PAY31200886,2023-01-07,1478.19,Cash,Failed,POL31763901
PAY13345098,2024-11-27,492.6,Cash,Failed,POL32625291
PAY14984473,2022-08-16,316.95,Cash,Failed,POL05753582
PAY66515667,2023-04-11,678.58,Credit Card,Failed,POL81378407
PAY89650680,2022-09-18,983.27,Cash,Successful,POL80649448
PAY16960799,2024-03-19,1040.09,Bank Transfer,Failed,POL97112066
PAY98435007,2023-02-16,592.74,Bank Transfer,Successful,POL57676193
PAY35424365,2023-10-27,1342.64,Cash,Successful,POL72902683
PAY32239961,2022-02-18,1375.39,Credit Card,Successful,POL03258103
PAY07717811,2024-04-22,454.05,Cash,Successful,POL01510023
PAY07385568,2024-08-21,60.87,Cash,Failed,POL12062320
PAY35934033,2023-11-04,218.88,Credit Card,Failed,POL00464071
PAY05547034,2023-04-20,339.75,Cash,Successful,POL05441250
PAY76069886,2023-07-08,476.79,Bank Transfer,Successful,POL32327074
PAY28466189,2023-10-27,905.2,Credit Card,Failed,POL96375176
PAY74049187,2022-08-12,923.33,Bank Transfer,Successful,POL19826464
PAY17087890,2022-04-15,1039.18,Bank Transfer,Successful,POL91395324
PAY18572695,2024-11-04,1047.9,Bank Transfer,Failed,POL54636446
PAY88791048,2022-05-04,747.88,Credit Card,Successful,POL61024790
PAY04696936,2023-09-19,1043.16,Credit Card,Successful,POL50630686
PAY87105766,2023-07-20,476.32,Bank Transfer,Successful,POL35635488
PAY45665435,2022-02-23,1235.59,Bank Transfer,Failed,POL99808089
PAY90265940,2023-07-22,1419.14,Bank Transfer,Successful,POL07908129
PAY29251948,2023-07-25,535.76,Cash,Failed,POL33388431
PAY53725384,2022-02-14,1220.04,Credit Card,Failed,POL50060227
PAY74738998,2024-02-28,702.43,Bank Transfer,Failed,POL33328438
PAY08565753,2023-08-22,1263.87,Bank Transfer,Successful,POL11103169
PAY05430532,2022-07-11,601.51,Cash,Failed,POL13276567
PAY44880302,2023-01-25,1495.37,Cash,Failed,POL32979560
PAY75089693,2023-10-28,1333.28,Cash,Failed,POL14011432
PAY00328286,2023-12-29,1248.62,Bank Transfer,Successful,POL36934313
PAY51861429,2022-08-05,191.94,Credit Card,Successful,POL22375772
PAY71493232,2024-09-13,419.78,Credit Card,Failed,POL91111316
PAY92515856,2022-01-31,881.62,Credit Card,Successful,POL44317279
PAY26145331,2023-02-01,575.23,Cash,Failed,POL64631990
PAY74049033,2024-09-09,381.46,Credit Card,Failed,POL47001756
PAY37123975,2023-10-25,944.46,Bank Transfer,Successful,POL82524320
PAY16632104,2024-01-14,79.92,Credit Card,Failed,POL82064166
PAY46290766,2024-07-19,855.33,Cash,Failed,POL57660624
PAY19940628,2022-05-01,456.32,Cash,Failed,POL73294320
PAY56538351,2024-05-21,982.78,Credit Card,Successful,POL70827381
PAY56380148,2023-11-26,1342.22,Bank Transfer,Successful,POL20686006
PAY34985270,2023-02-18,366.28,Bank Transfer,Successful,POL70589278
PAY78932606,2023-12-14,748.56,Credit Card,Successful,POL24987681
PAY23829876,2023-12-03,135.38,Bank Transfer,Failed,POL19466046
PAY38478444,2023-12-17,1329.3,Bank Transfer,Successful,POL17842339
PAY61142676,2024-07-10,635.25,Cash,Failed,POL04837231
PAY78239031,2022-03-22,865.86,Cash,Failed,POL21160213
PAY44936377,2023-09-05,692.13,Bank Transfer,Successful,POL81437012
PAY04257804,2024-01-02,634.52,Cash,Failed,POL95251783
PAY98300849,2022-10-05,263.48,Credit Card,Failed,POL00074761
PAY71747781,2022-05-08,1299.37,Cash,Failed,POL15525439
PAY55230747,2024-02-15,526.18,Cash,Failed,POL03121117
PAY43981551,2021-12-30,1426.28,Credit Card,Successful,POL57167179
PAY80223678,2024-06-05,1444.08,Credit Card,Successful,POL79741032
PAY34267439,2023-03-28,618.35,Credit Card,Failed,POL41691326
PAY65786868,2021-12-28,740.24,Cash,Successful,POL42477290
PAY95013189,2022-11-08,705.89,Credit Card,Successful,POL49350723
PAY64017859,2022-01-12,263.71,Credit Card,Successful,POL32964708
PAY48765599,2023-06-15,695.35,Cash,Failed,POL91241306
PAY52093315,2024-02-02,1321.74,Credit Card,Successful,POL24186172
PAY75678998,2023-11-18,737.89,Bank Transfer,Successful,POL25998313
PAY59971920,2024-08-08,248.93,Credit Card,Failed,POL57724014
PAY17861573,2022-06-09,1386.33,Cash,Successful,POL58933149
PAY25476524,2022-03-18,575.39,Bank Transfer,Failed,POL42862009
PAY34549007,2022-07-06,640.64,Cash,Successful,POL90242414
PAY33550594,2024-10-10,1308.99,Credit Card,Successful,POL96697698
PAY76462274,2022-05-19,687.56,Cash,Failed,POL60911272
PAY44035637,2022-12-27,472.85,Cash,Failed,POL12388538
PAY67243882,2023-09-12,566.98,Cash,Successful,POL10684748
PAY80371790,2023-01-07,321.41,Bank Transfer,Failed,POL49874464
PAY81592136,2023-08-02,1265.34,Credit Card,Successful,POL14835880
PAY99475523,2022-11-17,1127.12,Cash,Failed,POL17421087
PAY39322994,2023-02-20,732.39,Credit Card,Failed,POL29750466
PAY47965507,2022-02-20,427.18,Credit Card,Successful,POL90750748
PAY39347730,2022-03-14,691.59,Bank Transfer,Failed,POL45410336
PAY61536379,2022-01-13,166.38,Cash,Successful,POL86004596
PAY74319811,2024-01-01,1072.81,Cash,Successful,POL14909944
PAY46223051,2023-05-19,796.53,Bank Transfer,Failed,POL86820277
PAY70976171,2023-01-15,498.76,Credit Card,Successful,POL20039357
PAY24040077,2022-05-02,1034.15,Cash,Successful,POL84891597
PAY92955601,2024-02-21,1328.42,Bank Transfer,Successful,POL42513263
PAY84847044,2023-11-24,289.41,Bank Transfer,Successful,POL77315241
PAY10317274,2024-06-28,316.13,Bank Transfer,Failed,POL67118908
PAY10733246,2024-12-13,599.88,Cash,Failed,POL77060064
PAY95166771,2022-03-05,215.01,Credit Card,Failed,POL09901587
PAY48591985,2024-02-18,1074.93,Credit Card,Successful,POL38989710
PAY06939826,2024-09-27,209.53,Cash,Successful,POL19362691
PAY03229214,2024-06-04,75.19,Credit Card,Failed,POL67451011
PAY22742191,2024-07-02,1142.97,Credit Card,Failed,POL99353162
PAY78050430,2024-08-23,619.46,Bank Transfer,Successful,POL13762609
PAY52781983,2023-12-14,1483.54,Cash,Successful,POL56397262
